N  chl  mld meanS  z   jd  sst  sstgrad  sstdt  windspeed  par  w  M  eke  current  Ro  PAR7day
2268  0.434554  0.994538  -0.569270  -0.951725  0.619780  -0.307799  0.006288  0.814853  0.374158  0.534266  -0.166913  -0.069726  -0.647512  -0.684908  -0.291105  0.355347
2269  0.836558  -0.763630  -1.070420  0.115316  -0.860973  0.198417  -0.221082  -0.124208  0.418873  0.723944  -0.775558  -0.040214  0.258208  -0.120225  1.307363  -0.530457
2270  0.401000  0.810137  0.231814  0.314071  0.091613  -0.399236  -0.432397  -0.450837  1.101522  NaN  0.953422  -0.767131  -1.471706  -0.928809  0.418569  -1.231101
2271  1.251327  -0.680968  -0.488582  0.462942  -1.436297  0.264676  -0.530879  -4.207081  1.787152  NaN  -0.578986  -2.073153  -1.452082  -0.924779  -0.275481  NaN
2272  1.303664  0.272831  0.521105  -0.572142  -0.030997  -0.453568  0.419351  0.284080  0.108849  -0.793819  -0.524424  0.309173  -1.672041  -0.966300  -0.094028  -1.202256
2273  0.558541  2.561948  0.886732  -0.560451  0.440581  -0.490673  -0.726950  -0.042550  1.331059  -0.101111  -0.154823  -1.361663  -0.280207  -0.506816  0.592066  -0.698695
2274  0.943691  1.099456  0.862376  -0.460684  0.808411  -0.314425  1.033283  -0.246694  0.332424  1.026683  0.124748  0.029667  -0.782701  -0.737575  0.385700  -0.581225
2275  1.317593  -0.911469  0.912024  -0.699189  1.279988  -0.000359  0.300462  0.651538  -1.128267  NaN  0.153682  0.925071  0.011207  -0.319754  -0.975429  0.416555
2276  1.033117  -0.537898  0.725038  -0.411579  1.562935  0.122882  -0.978324  -0.246694  -0.549953  NaN  -0.081902  0.719826  0.048821  -0.292026  0.669280  NaN
2277  0.255696  -0.585588  0.193384  -0.615790  -1.323119  0.667529  0.505914  0.855682  -1.831783  NaN  -0.880702  1.090699  0.396465  0.011326  0.121808  NaN
2278  -1.724082  0.551022  1.138913  -0.506670  -0.295080  0.072526  0.067770  -0.165036  -1.506854  -0.394506  0.021978  1.030935  0.693196  0.352202  -0.181879  -1.258958
2279  1.125256  -0.680968  0.328623  -0.761544  1.063063  -0.690774  0.756199  0.855682  -0.737756  1.543260  0.704296  0.846786  1.873101  3.006195  2.085160  0.651110
2280  0.016289  -0.490208  0.228795  -0.870664  1.251694  -0.632466  -0.224638  -0.410009  1.760323  NaN  0.855806  -1.781929  0.982625  0.779515  -0.781622  NaN
2281  0.405927  0.066174  0.177422  -1.050713  0.572622  -0.811365  0.904977  -0.287522  -0.916616  NaN  -0.185306  0.892817  1.006300  0.819384  -0.566965  NaN
2282  0.527564  0.903928  -0.121050  -0.675807  0.497170  -0.490673  -0.559659  0.161594  0.201260  0.090236  0.236295  0.128606  -1.320358  -0.895899  0.112238  -0.791413
2283  0.460634  0.328469  -0.052290  -0.585393  0.780116  -0.568858  -1.110100  0.202422  -0.973255  0.913223  -0.248900  0.882333  -1.295014  -0.889959  -0.066735  -0.200382
2284  -1.181934  -0.941673  -0.878759  -0.541744  -1.436297  0.973644  0.168739  0.814853  -0.558896  NaN  1.548822  0.651313  -0.622626  -0.674530  0.289102  NaN
2285  -0.821751  -0.593536  -0.496953  -0.548759  -0.964720  0.879556  -0.005294  1.386456  -1.435310  1.379677  -0.168411  1.019299  -0.930588  -0.788617  -0.052008  0.833057
2286  -0.426751  0.961156  0.525457  -0.940034  0.091613  0.287204  0.158609  -0.491666  0.025381  -0.161312  -0.481974  0.127352  -0.411736  -0.577113  0.793952  -0.739189
2287  -1.413856  -0.901931  -0.540715  -0.378064  -1.002446  1.658758  -0.597920  -0.287522  -0.892768  1.850937  -0.097980  0.640841  -0.656950  -0.688786  -1.139958  2.900512
2288  -2.191630  0.012126  0.559840  -0.325062  0.336834  1.088934  -0.999914  0.161594  -0.123670  0.748972  -0.046085  0.009753  0.438937  0.054967  1.465312  2.038690
2289  -1.105922  -0.301038  0.324070  -0.864429  1.006473  0.984245  0.478350  0.651538  0.764669  NaN  0.604673  -1.417086  0.654497  0.302682  -0.013289  2.448406
2290  -0.798145  -0.618971  0.000925  -0.745176  1.204536  1.188322  -0.360030  1.998887  -1.462139  2.386202  -0.190744  0.924913  -0.277692  -0.505394  -0.769873  0.104968
2291  -2.091077  -0.943263  -0.633502  -0.825457  -1.474023  1.448056  -0.804682  -1.634871  0.237032  NaN  -0.304273  -0.267330  0.152939  -0.210446  -0.353336  NaN
2292  -1.069301  -0.318524  -0.055980  -0.716337  -0.993015  1.269157  -0.623075  0.324909  0.782555  NaN  -0.681350  -1.002093  0.604973  0.241658  -0.164573  2.501427
2293  -0.272709  0.164734  0.320294  -0.609555  -0.417690  0.735112  1.222402  -0.328351  NaN  0.214041  NaN  NaN  -0.080011  -0.383401  0.252366  -0.037501
2294  -0.084100  -0.320114  0.704823  -0.708543  0.053887  0.614522  0.113099  -0.042550  -0.070012  -0.003402  0.108879  0.082198  0.073960  -0.272990  -0.008104  0.659324
2295  -0.267486  0.802189  0.837872  0.494120  0.732958  0.325634  -0.122053  0.161594  0.427816  1.257741  -0.112846  -0.390084  -0.334598  -0.536849  -0.000212  2.029322
2296  -0.952233  -0.790655  -0.571782  -0.754529  -1.162782  0.900759  0.087231  1.304798  -0.675155  1.947779  -0.624726  0.734015  0.184182  -0.184513  0.466323  0.291585
2297  -0.669579  0.163144  -0.049539  -0.995373  -0.587458  0.574766  -0.726894  1.345627  -1.506854  -0.689702  -0.447540  1.004673  -1.380621  -0.909516  -0.736179  0.241449
2298  -1.681956  0.161554  0.021812  -0.777133  -0.493143  0.521760  -1.193827  -0.450837  0.040286  0.099446  -0.594994  0.110618  -1.351309  -0.902981  -0.452956  -0.055330
2299  -0.105879  0.485846  0.088373  -0.911195  0.082182  0.193117  -1.166504  0.284080  1.256534  -0.318154  0.246459  -1.350274  -0.320374  -0.529130  0.044336  -1.395438
2300  -0.506124  0.632095  0.219980  -0.784927  0.280244  0.093729  -0.668350  -0.001721  0.049229  -0.047184  -0.078458  0.124306  -1.154464  -0.854570  0.000989  -0.733338
2301  -0.209572  1.078791  0.174810  -0.848061  0.751822  -0.075894  -0.755255  0.324909  -0.010392  NaN  NaN  NaN  -1.224689  -0.872784  0.360419  0.692510
2302  0.111885  -0.409135  0.123844  -0.950946  0.949884  0.011568  -0.124429  -0.695810  -1.208754  1.701570  -0.031694  0.913503  -0.202547  -0.461436  0.290002  0.342298
2303  -0.387602  -0.806551  0.779271  -0.767779  1.129084  0.413095  -0.479289  -0.287522  -0.299549  2.184577  -0.249990  0.374373  0.497448  0.117750  0.487686  -0.893993
2304  -1.777943  -0.628509  0.469123  -0.213604  -1.606065  1.437454  -1.203506  0.529052  -0.722851  NaN  -0.073967  0.531907  -0.271500  -0.501878  1.067385  NaN
2305  -1.563396  -0.307397  0.514015  0.088036  -0.653479  1.436129  -0.584369  -0.083379  -0.493314  NaN  -0.386523  0.375331  -0.063089  -0.371967  -1.500973  0.731328
2306  -1.344859  -0.666661  0.159091  -0.218280  -1.389140  1.560695  -1.058495  0.814853  -0.490333  2.464289  -0.068630  0.373493  0.985022  0.783515  -0.875378  0.137111
2307  -2.721658  -0.310576  0.183877  -0.222178  -1.294824  1.534192  -1.028382  -0.001721  -2.264028  2.215211  -0.062123  1.144859  0.579181  0.210888  -0.402887  NaN
2308  -1.167070  -0.625330  -0.107747  -0.445095  -0.917562  1.462632  -0.956786  -1.063268  -0.535048  1.664262  -0.007743  0.352497  0.457108  0.074129  1.006389  2.510630
2309  -0.887317  0.640043  0.403614  -0.152029  0.138771  1.071706  -0.946624  0.365737  -0.985179  0.389571  -0.324714  0.671592  -0.458020  -0.600025  0.604863  0.588145
2310  -0.743253  0.679785  0.676696  -0.327401  0.336834  1.004122  -0.738249  1.182312  0.418873  0.675690  0.154019  -0.662162  0.067860  -0.277647  0.647368  1.939901
2311  -0.726244  -0.326473  0.248437  1.127018  -1.209940  1.547444  -1.262839  0.569881  -0.883825  2.232030  0.077763  0.619734  -0.364438  -0.552741  -0.261867  -1.153575
2312  -0.367936  -0.374163  0.545581  0.301600  -0.823247  1.601776  -0.905564  -0.124208  -1.202792  1.490268  -0.277478  0.786837  -0.550884  -0.643345  -0.240422  1.573041
2313  -0.941026  -0.156379  0.722096  0.363955  -0.634616  1.573947  -0.919551  0.324909  -1.986795  1.100632  -0.115611  1.089620  0.365759  -0.019251  0.349298  2.752932
2314  -1.590618  -0.029205  0.701237  -0.255693  -0.436553  1.344692  -0.087324  -1.389898  NaN  0.753377  NaN  NaN  0.271837  -0.107939  1.035746  1.744438
2315  -3.545966  -0.525181  1.078209  0.015549  0.808411  1.144591  0.305706  -0.165036  -0.752661  1.761504  0.648743  0.548938  -0.215718  -0.469347  0.453939  2.183522
2316  -0.131322  -0.871728  0.154756  -0.485625  1.327146  -0.731854  -0.759796  1.059826  -0.031259  NaN  -0.079128  0.446510  -1.811509  -0.988851  -0.499148  -0.593148
2317  -0.127042  0.018484  0.089631  -0.306356  1.421461  -0.701375  -1.321092  0.202422  -0.317435  NaN  -0.554061  0.617907  -0.518187  -0.628483  0.176143  NaN
2318  0.352559  1.107405  0.093778  -0.678145  0.308539  -0.470795  -0.654445  0.202422  0.916700  -0.502493  -0.213238  -0.568053  -0.803097  -0.745005  0.580617  -1.084072
2319  1.227462  -0.784296  0.099357  -0.507449  1.063063  -0.542355  -0.350847  0.284080  -0.862958  1.663661  -0.078306  0.882712  -1.820590  -0.990228  -0.360173  0.014091
2320  0.833212  -0.204069  -0.937045  -0.575260  -0.710068  -0.003009  -0.719897  -0.532495  -1.301165  NaN  -0.207243  0.994165  -0.466874  -0.604305  0.808221  -0.968470
2321  0.344446  0.177451  -0.009327  -0.682821  0.798979  -0.201785  -0.847575  -0.001721  1.012092  1.223703  -2.150532  -0.973204  -0.503521  -0.621681  0.353922  0.700725
2322  0.977226  -0.824038  -1.174028  -0.640732  -1.266529  0.113606  0.589297  0.202422  0.544075  NaN  1.638026  0.008105  -1.099109  -0.839420  0.171459  NaN
2323  0.717323  -0.474312  -1.146030  -0.810648  -1.077899  0.177215  -1.165280  0.161594  0.308576  1.409711  -0.446647  0.151559  -0.755263  -0.727373  -0.449498  0.906792
2324  0.806370  -0.617381  -0.700793  -0.786486  -0.512006  -0.102397  -0.571355  -0.328351  0.400987  -0.381825  0.214215  0.052074  -1.205727  -0.867974  -0.045209  -0.550017
2325  0.063541  -0.585588  -1.501274  -0.453669  -1.077899  0.421046  -0.004327  0.488223  -0.660250  1.512826  -0.383834  0.723025  0.014312  -0.317499  -0.643112  0.557871
2326  -0.011699  -0.506105  -1.455430  -0.888591  -1.162782  0.223596  -0.626444  0.202422  0.767650  NaN  0.467344  -0.311757  -0.482558  -0.611809  -0.460709  -0.236618
2327  0.561940  -0.307397  -0.272078  -0.852737  0.902726  -0.419113  0.877723  0.365737  -0.347245  1.320011  -1.018108  0.576052  -0.061873  -0.371138  -0.025011  1.190109
2328  0.469394  -0.967108  -0.436491  -0.910415  1.185673  -0.355505  0.110786  -0.859125  -0.111746  2.144999  -0.130857  0.396823  0.212139  -0.160712  0.473985  1.202362
2329  -0.234409  -0.394828  -0.630188  -0.624364  1.657250  0.085778  0.364864  0.855682  -2.162674  NaN  -0.059708  1.144102  -0.652474  -0.686951  -0.895389  NaN
2330  0.423922  0.352314  -0.869908  -0.627482  -0.398827  -0.242865  -0.851521  0.733196  -0.180309  -0.509034  -0.184931  0.520080  -1.113335  -0.843382  -0.866821  -0.627955
2331  0.360921  0.749730  -0.430249  -0.831693  0.365128  -0.486697  -0.371584  -0.328351  -0.985179  -0.222046  -0.522215  0.840085  -0.398857  -0.570574  0.482168  0.127413
2332  0.338713  0.201296  -0.642182  -0.578378  0.921589  -0.489348  -0.098774  0.120765  0.809384  1.448888  3.673200  -0.500364  0.050108  -0.291061  0.424395  2.582386
2333  0.334961  -0.895573  -0.625024  -1.126318  1.110220  -0.420439  -0.747232  -0.777467  -0.806319  1.985087  0.076774  0.808530  -1.558945  -0.945929  0.184670  1.169533
2334  -1.921727  -0.394828  0.561148  -0.217501  -0.681774  1.424202  -0.706437  -0.287522  -0.675155  1.146483  0.181378  0.480249  0.096622  -0.255474  0.378023  2.055667
2335  -0.556124  0.233089  0.893751  -0.287650  -0.398827  1.233377  0.073198  -0.124208  -1.122305  0.606613  -0.375741  0.754878  -0.358038  -0.549367  1.057828  0.071288
2336  -0.808678  0.551022  0.910946  0.041270  0.251950  1.096885  -0.176707  -0.165036  -1.205773  0.615556  -0.043484  0.804945  0.483711  0.102726  -0.706393  1.034179
2337  -0.923043  0.702040  0.838880  0.064653  0.440581  1.096885  0.301673  1.018997  -2.380287  0.914290  -0.336298  1.157533  -0.349468  -0.544819  0.368096  0.985691
2338  -1.180322  -0.418673  0.871057  -0.327401  0.534896  0.970993  -0.212716  0.529052  -0.251853  1.129731  0.546491  0.015059  -0.523700  -0.631019  0.777387  1.797816
2339  -1.414136  -0.299448  0.309940  0.007755  -0.766657  1.487811  -0.880362  -0.001721  -1.000084  1.258141  -0.162120  0.724979  -0.637698  -0.680842  0.889731  0.777591
2340  -0.783814  -0.680968  0.820315  0.024123  0.270813  0.943165  -0.657352  -0.369180  1.518862  0.526524  -2.537228  -2.988603  -0.723352  -0.715203  -1.713353  1.089205
2341  -1.574989  -0.506105  1.240133  -0.208148  0.742390  0.989546  0.216330  0.120765  -1.244526  1.531447  -0.284558  0.842271  -0.714041  -0.711589  -1.198796  -0.457519
2342  0.739843  0.082071  1.433981  -0.109939  1.025337  1.039902  -0.857861  0.039107  -0.132613  NaN  -0.295188  -0.113241  0.284327  -0.096552  1.115917  -0.012117
2343  -0.649898  0.368211  0.481453  -0.111498  -0.285649  1.221451  -0.990312  0.447395  -1.032875  0.453642  -0.054638  0.704304  -3.413487  -1.121508  -0.942026  1.091897
2344  -1.113590  0.566919  0.726164  -0.047585  0.468875  1.016049  -1.096701  0.243251  -0.472447  0.916693  -0.728168  0.403346  -0.766157  -0.731453  0.156444  0.524135
2345  -0.784617  -0.577640  0.856387  -0.004716  0.751822  0.992196  -0.808675  0.039107  -2.436926  1.568088  NaN  NaN  0.304636  -0.077775  1.476692  0.874100
2346  -1.124569  -0.776348  -0.049288  -0.342210  1.506345  1.303612  -0.043806  1.304798  -0.072993  NaN  0.826328  -0.064240  0.996121  0.802142  -1.038245  -0.922207
2347  -0.588838  0.463591  0.598697  0.033476  -0.285649  1.253255  -0.840195  0.406566  -0.931521  0.453909  -0.249612  0.629450  -0.587325  -0.659424  0.873285  1.676967
2348  -1.622871  0.845110  0.827495  0.611814  0.468875  1.073032  -0.834950  -0.369180  -0.448599  1.002656  -0.839304  0.327675  -0.220251  -0.472049  -0.189636  2.234839
2349  -0.981879  -0.490208  0.797680  -0.539406  0.751822  1.045203  -0.713228  -0.205865  -1.873517  1.603594  NaN  NaN  0.288427  -0.092787  -0.505732  1.189203
2350  -1.060327  -0.712761  -0.086573  -0.502773  -1.219372  1.473234  -0.807913  0.569881  -1.014989  NaN  0.373075  0.728177  0.243405  -0.133409  0.950156  -0.588258
2351  -0.425124  0.368211  0.463300  -0.498876  -0.087586  1.118087  -0.264334  0.284080  -0.177328  0.354598  -0.400192  0.034637  -0.048948  -0.362283  0.621814  0.989125
2352  -3.023412  0.288727  0.663276  -0.501993  1.044200  0.892808  -0.185462  -0.042550  -0.624478  2.154610  -0.458098  0.449166  0.186727  -0.182370  -0.879353  -0.958168
2353  -1.490917  -0.744554  0.062639  -1.002388  -1.304256  1.457332  -1.122109  -0.450837  -0.734775  2.374456  0.492801  0.598536  -1.526955  -0.939799  0.556333  1.749026
2354  -0.080175  0.082071  0.625916  -0.817663  0.383991  0.642350  -0.831501  -0.165036  -1.250488  0.553153  -0.232192  0.883199  0.031043  -0.305243  -1.087236  -0.567544
2355  -0.832065  -0.776348  -0.842965  -0.786486  -1.181646  0.923287  1.157012  0.161594  -0.368112  1.959525  0.399674  0.544413  -0.303225  -0.519697  0.119915  0.399055
2356  -1.139820  -0.204069  -0.572106  -0.759206  -0.700637  0.405144  -0.567645  -2.410617  -0.651307  -0.595464  -0.536603  0.685733  -0.132187  -0.417632  -0.318196  1.043712
2357  -0.507495  -0.585588  0.027897  -1.053051  1.279988  0.136134  -1.132802  0.079936  -0.132613  NaN  0.619854  0.356253  -0.704150  -0.707717  0.286891  -0.073160
2358  -2.482527  -0.790655  -0.778435  -1.084229  1.034768  1.469258  -0.573289  0.243251  -0.406865  NaN  0.034622  0.080093  -0.779963  -0.736568  0.025130  1.298761
2359  0.211286  0.334828  0.590246  -0.798177  0.525464  0.705959  -0.082783  0.488223  -0.278682  1.081611  -0.555777  0.132755  -0.568285  -0.651086  1.372800  -0.362961
2360  -1.757418  -0.954390  -0.028360  -0.497317  1.298851  1.033276  -0.111782  0.202422  -0.976236  NaN  -0.346477  0.731509  0.591505  0.225506  -0.897888  -0.010249
2361  -0.099293  -0.618971  -0.919671  -1.207379  1.213967  1.436129  0.180997  -0.165036  -0.475428  2.390807  -0.532772  0.195447  0.015170  -0.316875  -0.092841  0.106864
2362  -0.098581  -0.606254  -0.643073  -1.242453  1.110220  1.135315  0.242199  -0.654981  -0.230986  2.285290  0.098981  0.024884  0.728356  0.398639  1.449838  0.944785
2363  -0.727248  -0.460005  0.398706  -0.285311  1.138515  0.939189  -0.005086  0.079936  0.612638  NaN  0.526975  -0.942018  0.684487  0.340914  -1.464581  0.848908
2364  -0.306738  -0.618971  -0.100746  0.180009  1.336578  0.981595  -0.693568  0.284080  -2.094111  NaN  -0.112541  1.120715  0.868167  0.597772  -0.729964  1.842678
2365  1.068930  -0.920053  1.061915  -0.887812  1.091357  0.212994  -0.845050  1.468113  -2.147769  2.085199  0.153344  1.142351  -0.836098  -0.756755  0.355897  -0.085989
2366  0.207096  -0.275603  0.766612  -1.090464  0.610348  0.606571  -0.638583  -0.859125  -1.152115  1.120988  -0.135393  0.815970  -1.780548  -0.984075  -0.129184  1.822101
2367  -3.708773  -0.680968  0.345758  -1.083449  1.364872  0.939189  -0.423447  0.814853  -1.801973  NaN  -0.290850  1.060737  0.425295  0.040777  0.281826  NaN
2368  0.099383  -0.776348  0.653292  -0.519141  0.610348  0.667529  -0.253346  -0.614152  -1.220678  1.175916  -0.267148  0.844643  0.632969  0.275837  1.012343  0.775201
2369  -0.370831  -0.919418  0.238357  -0.728808  0.893295  0.829200  0.245803  0.202422  -0.919597  NaN  0.816194  0.677486  0.518531  0.141155  -2.471783  -0.767650
2370  -0.737259  -0.680968  -0.359083  -0.413918  1.364872  1.082308  0.634547  1.018997  -1.295203  NaN  -0.309244  0.865238  0.251184  -0.126502  -2.273557  NaN
2371  -0.622996  -0.585588  0.838250  0.353043  1.336578  0.684756  0.975699  -0.491666  -0.839110  NaN  0.104863  0.684417  -0.932836  -0.789344  2.246738  0.139198
2372  1.391999  -0.110278  1.243516  2.591569  0.676369  -0.193834  -0.990976  1.141483  -0.320416  0.623432  -0.348920  0.485372  -2.654586  -1.080250  0.159089  0.585205
2373  1.301809  0.765627  1.394339  2.624305  0.865000  -0.222988  -0.955445  0.814853  -0.308492  1.220700  0.148724  0.480959  -0.812724  -0.748467  0.108545  1.199532
2374  0.439309  0.632095  -0.807821  -0.463022  -0.832678  -1.263249  -1.013319  -0.369180  -0.570820  -0.306007  -0.461918  0.772270  -0.917074  -0.784217  -0.313471  -0.486502
2375  -0.180081  -0.253348  1.579190  -0.042908  -0.172470  -0.204435  1.492268  0.243251  0.019419  -0.713129  0.193761  0.253275  0.837799  0.552468  -0.304195  -1.044869
2376  0.646767  1.093098  -0.094978  -0.415477  -0.389396  -0.780886  -0.710302  0.610710  0.898814  -1.367460  -0.317586  -0.303781  -0.698351  -0.705433  -0.089175  -1.361978
2377  0.400195  -0.620561  -1.247908  -0.736602  -1.238235  0.032771  0.548075  1.182312  -1.175963  1.886177  -0.088082  0.930426  -1.592629  -0.952204  -0.775585  -0.502985
2378  0.224268  -0.582409  -1.250993  -0.039011  -0.955288  0.093729  0.229443  -1.144926  -0.442637  0.988774  -0.072782  0.666531  -1.402640  -0.914319  -0.529459  1.225383
2379  0.224991  -0.722299  -0.864525  -0.845723  -1.134488  -0.698725  0.879881  1.141483  0.198279  NaN  0.274121  0.411042  0.963062  0.747175  -1.275724  NaN
2380  1.005260  -0.165917  -0.499986  -0.517582  -0.191333  -0.934606  -0.444194  0.161594  0.702068  -1.208616  -0.885890  -0.175945  -0.291847  -0.513362  -0.791863  -1.413460
2381  1.564543  -0.881266  -0.637929  -0.636056  -1.125056  -0.438991  -0.246328  0.079936  -1.471082  1.305795  -0.047675  1.042946  0.186890  -0.182232  -0.144117  -0.339747
2382  -1.094523  -0.421853  -0.466841  -0.210486  -0.568595  1.295661  -0.234766  -0.940782  -0.391960  0.902410  0.471388  0.206520  0.977742  0.771392  -1.799875  -0.172113
2383  0.681300  2.050076  0.333223  -0.502773  -0.097018  0.920637  -0.930864  -0.777467  -1.730429  0.238735  -0.107507  1.017389  0.198410  -0.172472  -0.957704  0.777728
2384  0.683766  -0.049871  0.683219  -0.443536  0.657506  0.770892  0.760840  -0.205865  -1.554550  1.250933  -0.235034  0.982485  1.119129  1.020900  -0.846680  0.838029
2385  0.792118  -0.162737  0.761617  -0.420933  0.940453  0.741738  -0.442733  3.346235  -0.889787  1.843796  0.398682  0.732061  0.634280  0.277457  -2.176395  -0.118296
2386  1.661849  -0.440929  -1.292938  1.562720  -0.870404  -0.181907  -1.081473  1.427284  -1.298184  0.640518  -0.907134  0.985911  0.616205  0.255273  -0.110807  -0.250656
2387  1.033581  1.101046  1.174606  2.328121  0.242518  -0.290572  -0.830499  -0.124208  -0.555915  -0.461648  -0.171144  0.597180  -2.451079  -1.063812  -0.231688  -0.709080
2388  1.524820  -0.644406  0.802723  2.555715  1.279988  -0.167331  -0.460941  -3.349678  -0.153480  NaN  -0.115371  0.396891  -0.749321  -0.725132  -0.083718  1.052585
2389  1.482117  -0.909880  0.497817  -0.399888  -0.606321  0.719210  2.608374  -0.042550  -1.229621  0.210437  -0.205914  0.930309  1.044618  0.885647  0.475776  -0.848527
2390  1.851661  -0.480670  1.326502  -0.712440  0.336834  0.099029  0.445116  0.488223  -0.639383  -0.095305  -0.071185  0.745179  1.280600  1.345374  0.486879  0.162412
2391  1.493677  -0.817679  1.581487  -0.122410  0.525464  -0.044089  0.050738  -1.063268  -0.776509  0.322162  0.407258  0.774917  1.096844  0.979539  -0.952395  -0.464222
2392  1.354965  -0.658713  1.517187  -0.531612  0.619780  -0.089145  -0.617813  0.610710  0.058172  0.576713  -0.397494  0.211226  0.848158  0.567790  -0.205291  0.612073
2393  -1.373413  -0.916238  0.100044  2.209648  -1.351413  1.099535  0.361390  0.079936  -0.728813  NaN  -0.296427  0.717436  0.700886  0.362239  1.257661  NaN
2394  0.340783  -0.967108  0.933599  1.578309  1.383735  0.476704  1.057081  -0.573324  -0.153480  NaN  0.669022  0.402561  0.222001  -0.152179  -1.367182  NaN
2395  -0.062541  -0.035417  0.629759  0.618049  0.082182  0.821249  1.000181  -0.491666  -0.788433  -0.848213  -0.461727  0.602217  1.559078  2.022069  -0.731754  -0.238596
2396  -0.039035  -0.647585  -0.480277  2.377226  -1.134488  0.817273  0.181345  -1.430727  0.874966  1.862016  -0.602991  -0.644296  -0.314149  -0.525722  -0.049095  0.161368
2397  0.991809  -0.083254  0.099562  2.469198  -0.191333  0.304431  0.578543  -0.410009  -0.868920  -0.335373  -0.419067  0.776948  0.274063  -0.105918  -0.277622  -0.216371
2398  0.910578  0.624147  0.376842  2.484787  0.091613  0.092403  -0.239874  -0.083379  1.399622  -0.281980  -1.507038  -1.710741  -0.408505  -0.575479  0.236913  -0.671636
2399  1.245307  0.104326  0.452488  2.479331  0.846137  -0.030838  0.103595  0.161594  0.079039  1.369733  -0.557743  0.089651  -1.164932  -0.857355  0.293399  1.444554
2400  0.158817  -0.655533  0.328507  -0.624364  -1.408003  0.970993  -0.067226  1.141483  -0.406865  NaN  -0.934255  0.583320  -2.425373  -1.061525  -0.219355  NaN
2401  1.139583  -0.604664  0.990701  1.418525  -0.181902  0.474053  0.348600  -1.144926  0.251937  -0.235128  0.179001  -0.134662  0.665314  0.316358  -1.255922  -0.587929
2402  0.791730  -0.820858  1.250795  -0.177750  0.289676  0.227571  -0.402281  0.120765  -0.991141  NaN  -0.341948  0.818703  0.856939  0.580885  0.655833  -0.290160
2403  -1.599515  -0.014898  -1.378069  -0.072527  -1.068467  1.555395  -0.678497  -0.899954  0.356272  NaN  0.231399  -0.745731  -0.428181  -0.585358  1.076105  1.249174
2404  -0.894202  0.137709  -0.320102  0.368631  -0.502574  1.336741  0.407894  0.324909  -1.083552  0.813778  -0.125640  0.714998  0.986921  0.786689  2.033448  0.538915
2405  0.672111  1.093098  0.409170  -0.381182  -0.030997  0.886182  -0.898384  0.039107  -0.460523  0.265365  -0.124261  0.282796  0.554500  0.182073  -0.328154  0.040299
2406  0.692542  -0.310576  0.167640  1.481659  0.723527  0.741738  -0.526581  0.651538  -0.532067  1.339633  -0.701899  0.439040  0.776477  0.464503  -2.452278  1.732543
2407  -0.791987  -0.483849  -1.023636  1.753681  -1.304256  1.454681  -0.694005  -0.042550  -0.874882  2.358037  -0.442120  0.700187  1.790067  2.719714  0.484785  NaN
2408  -1.677750  -0.789065  -0.713433  -0.527715  -0.832678  1.300961  0.932042  -0.695810  0.144621  1.237318  -0.865981  -0.110165  0.633729  0.276776  -0.723280  1.252498
2409  0.334377  -0.576050  -0.260240  -0.222957  -0.738363  1.226752  0.189746  -0.532495  -1.578398  -0.343716  -0.285801  1.000751  0.958592  0.739863  -1.192659  0.749267
2410  1.086213  -0.437749  1.163315  -0.018746  -0.078155  0.358763  -0.268739  -1.675699  1.208838  -0.182869  0.263201  -1.421790  -0.402192  -0.572274  -1.703714  -0.849654
2411  -0.520312  -0.798603  0.475610  -0.444315  1.242262  0.868955  1.470005  0.978168  1.140275  2.359639  -1.235525  -1.449210  2.280957  4.751073  -1.089677  NaN
2412  0.844044  0.223551  1.427756  -0.689836  0.591485  -0.180582  -0.188690  -0.042550  -0.084917  0.424476  0.098094  0.300878  0.127545  -0.231020  -0.458376  1.364062
2413  -0.222009  -0.323293  0.020906  -0.097469  -0.115881  0.150711  1.111365  0.651538  -0.806319  -0.476197  -0.456255  0.744266  -0.141518  -0.423594  0.389647  -0.660564
2414  0.962253  0.950028  0.498920  -0.849620  0.355697  -0.151428  -0.470359  -0.165036  -0.391960  -0.044114  -0.231489  0.513122  -0.794970  -0.742060  -0.424654  -0.553369
2415  1.091767  -0.817679  0.358590  -0.480949  1.110220  -0.143477  -0.782731  -0.124208  0.192317  1.976678  -0.329526  0.178555  -0.238017  -0.482538  0.189473  0.730532
2416  0.307785  -0.180224  -0.908065  1.455158  -0.540300  1.414926  -0.814182  1.100654  -1.557531  0.873845  -0.657205  0.967306  -1.683489  -0.968255  1.048523  1.192389
2417  -0.397378  2.088228  -0.211835  0.016328  0.610348  -1.634297  0.337390  -0.083379  1.647045  -1.106902  1.236733  -1.361150  -0.112307  -0.404769  0.012653  -1.143576
2418  0.518684  -0.479080  -0.442924  0.143376  1.374304  -1.272525  1.664144  0.079936  1.095560  NaN  -1.238233  -0.598000  1.325152  1.443089  0.896837  -1.097670
2419  0.654135  0.062995  0.450894  -0.350784  -0.662910  0.890158  -1.056830  0.488223  -0.886806  0.626636  -0.222206  0.771571  1.581553  2.084050  -1.141411  1.437219
2420  0.648142  -0.800193  1.121490  -0.307915  0.185929  0.389242  2.680330  1.182312  1.119408  -0.086428  0.049183  -1.344139  1.247816  1.275816  -1.749527  0.093815
