N  chl  mld meanS  z   jd  sst  sstgrad  sstdt  windspeed  par  w  M  eke  current  Ro  PAR7day
3216  -0.105374  0.654350  -0.426364  0.840967  -0.097018  1.274458  -0.850133  -0.001721  -0.213100  0.553821  1.518126  -0.234882  -0.888149  -0.774625  -0.045681  -0.181811
3217  0.094470  -0.084844  -0.153963  -1.364824  0.185929  1.164469  -0.229375  0.284080  0.153564  0.713199  -1.119516  -0.718766  -0.935113  -0.790079  -2.155957  1.174423
3218  0.075518  -0.410725  -0.502743  -1.807541  0.374560  1.175070  -0.265210  0.365737  0.445702  0.961944  0.329369  -1.214078  0.203253  -0.168339  -2.398138  2.397913
3219  -3.581140  0.272831  0.143771  -0.388196  -0.710068  1.148566  -0.050764  -0.328351  -0.135594  0.873511  0.063287  0.150289  1.367901  1.540418  0.619009  -0.042776
3220  0.556903  0.845110  0.606714  -0.553436  -0.427122  0.955091  -0.719398  -0.899954  -1.143172  0.256889  -0.428196  0.831306  1.393522  1.600485  -0.028843  0.817563
3221  0.908560  -0.450467  -0.439243  -0.134102  -0.238491  1.002797  1.231466  0.202422  -1.718505  -0.906078  0.282363  1.048682  -0.192622  -0.455416  -2.637052  -0.740178
3222  1.161764  0.511280  0.636115  -0.249458  0.044456  0.802696  -0.959632  -0.532495  0.061153  -0.062468  -0.529636  -0.019493  0.632515  0.275276  1.329156  -0.566720
3223  0.917724  -0.108689  0.666492  -0.190221  0.798979  0.732462  2.688557  0.937340  -1.483006  1.489867  0.388091  0.971055  0.559774  0.188179  0.178865  1.603507
3224  0.761335  -0.013309  -0.476841  -0.837928  -0.398827  -0.344904  -1.009977  -0.369180  0.505322  NaN  -0.812046  -0.028842  -0.438746  -0.590594  -0.703181  -1.379285
3225  -1.526018  -0.601485  0.313562  1.558043  -1.341982  1.289035  -1.106427  0.324909  -0.794395  2.134921  -0.247759  0.592989  -2.274882  -1.047073  -0.693833  0.001537
3226  -0.165717  -0.204069  -0.254007  0.930601  -1.153351  1.399024  -0.701957  0.488223  0.281747  NaN  -0.657004  -0.502662  1.076777  0.942965  0.005053  -0.517545
3227  -0.849482  -0.378932  -0.988748  0.790304  -0.691205  1.452031  -0.894412  -0.654981  -1.441272  1.224637  -0.039351  0.923023  0.245067  -0.131937  0.873335  0.695230
3228  -0.416480  -0.291500  -0.185091  0.064653  -0.125312  1.115437  -0.323233  0.039107  -0.415808  0.421740  -0.095385  0.200380  0.064181  -0.280444  0.533476  -0.040605
3229  0.419870  0.749730  0.798467  1.395922  -0.304512  0.982920  -1.203138  -0.083379  -0.788433  0.505166  -0.285125  0.557449  0.629780  0.271902  -1.084209  -0.209091
3230  -0.317867  -0.854241  -1.083204  0.286791  -1.596634  0.716560  -0.158588  -0.083379  -0.913635  NaN  -0.139586  0.794829  -1.931974  -1.006275  0.568249  NaN
3231  -0.452319  -0.568102  -0.694484  -0.990697  -1.125056  0.825224  -0.760933  1.141483  -1.289241  1.808757  -0.007953  0.941543  -0.875885  -0.770486  -0.598343  1.804546
3232  -0.693469  -0.013309  0.110221  -1.137230  -0.842110  0.568141  -1.236398  0.120765  0.019419  0.929708  -0.954937  0.190744  -0.072947  -0.378648  -0.531432  0.649380
3233  0.883735  -0.464774  -0.189967  -0.513685  -1.125056  0.177215  -0.195890  0.365737  0.880928  1.513227  -0.524761  -0.652726  -1.827011  -0.991196  0.515328  1.330931
3234  0.872329  -0.490208  0.220919  -0.420153  -0.455416  0.015543  0.943708  -0.328351  -0.111746  -0.233926  -0.045925  0.355618  -0.016122  -0.339347  0.779136  -0.590016
3235  0.567519  0.644812  0.357057  0.391235  0.063319  0.855703  -0.765288  -0.083379  -1.816878  0.262028  1.252486  1.049737  -0.636857  -0.680492  -1.936511  -0.505073
3236  0.589686  0.646402  0.580173  1.833962  0.346265  0.822574  -1.262276  -0.205865  -0.701984  0.643721  -0.016972  0.505315  0.772305  0.458685  -1.676993  0.700917
3237  -0.510416  -0.464774  -1.465104  2.717058  -0.691205  1.626954  -1.226113  -0.124208  -1.444253  1.343837  -0.115919  0.867089  -0.046938  -0.360897  -0.137849  0.029695
3238  0.117592  -0.351907  -1.067523  3.064684  -0.502574  1.474559  -0.198898  -0.042550  -0.543991  0.995381  -0.295974  0.171082  0.210329  -0.162270  -0.781296  2.318354
3239  0.431840  0.400004  -0.523656  2.728749  -0.021565  1.381797  -1.031777  -0.124208  -1.819859  0.591062  0.052881  1.015544  -0.149751  -0.428815  -1.085357  1.169396
3240  0.287895  0.261703  -0.264349  2.277458  0.167066  1.234703  -0.014677  -0.042550  -1.554550  0.719539  -0.474987  0.899599  0.713790  0.379231  -0.087950  1.205027
3241  -1.378147  -0.647585  -0.214730  -0.565907  -1.351413  1.616353  -0.887501  0.447395  -0.594668  NaN  0.005121  0.349347  -0.329485  -0.534085  0.294667  NaN
3242  -0.708567  -0.316935  -0.765096  -0.345328  -0.578027  1.417577  -0.260953  0.284080  0.451664  1.023746  -0.468802  -1.053050  0.143343  -0.218273  -0.364552  0.255377
3243  -0.428951  0.314162  0.132053  -0.680483  -0.097018  1.251930  0.085802  -0.124208  0.052210  0.488214  -0.762970  -0.364410  -0.499350  -0.619731  -0.448058  -0.053627
3244  -1.141654  0.640043  -0.324498  -1.021095  0.091613  1.124713  0.056113  -0.165036  0.472531  0.566168  -0.640899  -1.022282  -1.982437  -1.013056  0.244580  -0.679547
3245  -0.355495  0.948438  0.362259  -1.154377  0.572622  0.951116  -0.230878  -0.491666  0.538113  1.288041  -0.084869  -1.255593  -0.509691  -0.624553  0.506030  0.785558
3246  0.071297  -0.873317  0.596110  -0.315709  -0.370532  0.945815  -0.201900  -0.083379  -1.014989  0.451707  -0.701356  0.726467  0.728819  0.399260  -1.261018  0.236696
3247  0.895085  0.002588  0.898579  -0.508229  -0.172470  0.949790  -1.180042  -0.369180  -0.171366  0.307279  -0.367640  -0.005321  1.251569  1.283679  1.816358  -0.529770
3248  0.848714  0.924593  0.701094  -0.527715  0.497170  0.821249  0.621996  1.386456  0.120773  0.739695  -0.276413  -0.178581  1.521117  1.920055  -0.510876  -0.116703
3249  0.415580  -0.735016  0.488497  -0.210486  1.166810  0.992196  1.272298  -1.553213  0.553018  2.321330  -2.136179  -0.621993  0.642267  0.287371  1.406418  0.063431
3250  0.676771  -0.409135  0.938404  1.995304  -0.445985  0.627773  0.848100  -0.001721  -1.140191  0.112528  -0.353636  0.863921  0.403778  0.018728  1.164367  0.132715
3251  0.962726  0.012126  1.218190  1.957892  -0.163038  0.375990  0.358097  0.120765  0.636486  -0.216173  0.098484  -0.627231  -0.776176  -0.735171  0.710747  -0.623395
3252  1.551393  -0.266066  1.272712  0.660139  0.695232  0.222270  0.286288  -0.165036  -0.093860  1.128797  0.741533  0.220085  -0.092066  -0.391446  1.024613  -0.413290
3253  0.508216  -0.471132  1.071129  0.172215  1.279988  0.507183  -0.585011  0.202422  0.138659  2.464957  -0.255145  -0.084314  -0.235911  -0.481303  2.306984  -0.300929
3254  -2.733886  -0.628509  0.777105  1.198726  -1.304256  0.800046  0.448711  0.039107  -1.241545  NaN  0.085375  0.928249  1.401690  1.619911  -1.200985  NaN
3255  -0.313315  0.194937  1.032734  1.414628  -0.823247  0.790770  -0.676042  -0.124208  -1.205773  -0.357264  -0.048867  0.909889  -0.792862  -0.741293  -0.053137  0.459686
3256  1.372806  -0.372573  1.213879  2.873723  0.902726  0.165288  0.769265  -0.287522  0.731878  1.654585  0.474873  -0.777444  0.322888  -0.060619  -1.204142  2.217614
3257  0.583950  0.506829  -0.199443  -0.788045  1.129084  -1.609119  -0.417015  0.039107  -0.970274  1.393893  -0.395806  0.942112  -0.955813  -0.796696  0.787080  -0.988304
3258  1.059719  0.139299  -0.916200  1.026471  -0.512006  -0.307799  -0.089227  -0.124208  -0.859977  -0.470591  0.263137  0.856954  -1.311846  -0.893918  -0.142051  -0.625840
3259  0.353980  -0.777937  -0.097167  2.310194  0.959316  -0.951833  -0.909220  0.243251  -1.450215  NaN  -0.228237  1.043187  0.179713  -0.188266  -0.605829  0.985224
3260  -0.085850  -0.466363  0.775786  0.754450  -0.823247  0.892808  -0.764809  0.039107  -1.017970  1.184192  0.117833  0.804978  0.484916  0.104037  -0.386662  1.037338
3261  0.439995  -0.463184  0.911284  2.442698  -0.436553  0.785469  0.565481  -2.288131  -0.466485  0.298402  -0.174646  0.420870  0.177129  -0.190429  -0.373563  -0.081181
3262  -1.209771  -0.480670  -0.138942  -0.846502  0.676369  1.285059  -0.125831  -0.083379  -0.141556  1.556208  0.199830  -0.351608  0.391231  0.006058  -1.238173  -0.301479
3263  -0.831763  -0.731837  -0.659233  -0.782589  0.978179  1.457332  -0.488694  0.529052  -0.561877  2.113631  0.344105  0.241124  1.209319  1.196590  3.034346  NaN
3264  0.684590  -0.717530  -1.404593  0.313292  -1.615497  1.637555  -0.953597  0.365737  0.523208  NaN  0.216055  -1.033886  -0.018638  -0.341128  0.446331  NaN
3265  -0.742900  -0.517232  -1.267186  -0.274399  -0.813815  1.509014  0.418881  -0.165036  -1.277317  1.482993  0.349945  0.829173  0.057964  -0.285150  0.134596  1.063766
3266  -1.030394  -0.490208  -1.655382  -1.123200  -1.002446  1.835006  -0.307213  0.406566  1.038921  NaN  -0.665858  -2.250512  1.050344  0.895738  0.012924  1.188901
3267  -0.057543  0.662299  -0.211965  -0.913533  0.035024  1.322164  -1.334180  -0.124208  -0.707946  0.577514  1.376537  0.392448  -0.459282  -0.600637  0.618393  0.484493
3268  -0.696707  -0.625330  0.304956  -0.989138  0.506601  1.122063  0.028610  -0.369180  -0.162423  1.232846  0.810403  -0.223450  0.274830  -0.105222  0.667347  0.798140
3269  -1.155494  -0.967108  0.113365  -1.156716  0.874432  1.286384  -0.006545  0.651538  -1.113362  NaN  -0.070194  0.705908  1.418803  1.661058  2.245227  0.180626
3270  -1.526417  -0.847883  -0.234756  -2.759226  1.440325  1.510339  0.217585  0.406566  -0.678136  NaN  -0.398761  0.345116  1.554565  2.009766  -4.671318  0.598859
3271  -2.342803  -0.680968  0.029110  0.163641  -1.313687  1.027976  -0.347042  0.161594  -0.329359  -0.804364  -0.055723  0.417896  -1.326727  -0.897372  0.915555  NaN
3272  -1.308683  -0.514053  -0.264879  -0.011731  -1.219372  1.133989  0.926244  -0.042550  -0.344264  2.174566  0.136002  0.326018  0.447421  0.063877  0.361912  -1.202970
3273  0.038697  0.431797  0.523991  -0.115395  0.195360  0.456826  0.376118  0.243251  -0.809300  0.203963  -0.424443  0.707185  0.008952  -0.321388  -0.000154  1.039646
3274  -1.277194  -0.100740  0.666891  -0.240884  0.478307  0.333585  0.018151  -0.124208  -1.167020  0.682765  0.307160  0.848056  0.063904  -0.280654  -0.424389  1.340710
3275  -0.077226  -0.871728  -2.091725  0.311733  -1.521181  1.632255  -0.936214  0.651538  -0.624478  NaN  -0.163240  0.409206  1.826742  2.843740  -1.688806  NaN
3276  -0.130171  -0.355087  -0.675422  -0.240884  -1.049604  1.520940  -1.037438  -0.614152  0.827270  NaN  1.212240  -1.504634  -0.329058  -0.533854  -0.117129  -0.097637
3277  -0.024862  -0.331242  -0.318705  0.399809  -0.681774  1.351318  -0.887000  -0.654981  -1.703600  1.166906  -0.267109  1.014379  1.476982  1.805541  -0.179871  1.686884
3278  0.306894  -0.466363  0.218206  0.271982  -0.210196  1.037252  -0.558683  -0.328351  -0.156461  0.415867  0.549514  -0.044015  0.987915  0.788353  -0.099971  1.032970
3279  1.610617  -0.693685  -1.046933  -0.979785  -1.530613  -0.433690  -1.176529  0.488223  0.418873  NaN  0.113800  0.079747  1.722250  2.500390  0.635596  NaN
3280  0.642229  -0.844703  0.753854  2.422433  -1.653223  -2.087506  -0.758611  0.120765  -1.754277  2.423444  0.144297  1.131383  NaN  NaN  NaN  7.079156
3281  2.170793  -0.289910  0.692451  2.558833  -1.389140  -2.038475  -0.820941  -0.042550  -0.362150  1.017072  -0.586958  0.706810  NaN  NaN  NaN  2.795459
3282  -0.492333  -0.014898  -0.201630  -0.554995  -0.615753  0.597294  0.788550  -0.205865  -1.253469  0.396712  -0.116079  0.917818  -0.182638  -0.449308  0.672832  -0.303951
3283  0.670337  0.961155  0.668068  -0.844164  0.440581  -0.209736  -0.326924  -1.063268  1.110465  0.189280  0.113507  -1.137139  -1.216655  -0.870755  0.424377  -0.624521
3284  0.725100  0.476308  0.754897  -0.938475  0.723527  -0.244191  -0.381859  0.243251  -0.177328  0.939519  -0.577542  0.364986  -0.947906  -0.794183  -0.190667  1.129644
3285  -0.542194  -0.798603  -1.100361  -1.314940  -1.389140  1.603101  -0.128629  1.100654  -1.951023  NaN  0.327406  1.096509  0.404447  0.019407  0.210328  NaN
3286  0.394639  0.258524  -0.344911  -0.658659  0.431149  -0.301173  -0.553917  -0.573324  -0.123670  0.052394  0.585106  0.372524  -0.592442  -0.661643  0.176034  -0.377164
3287  0.194610  -0.385290  -0.260859  -0.827016  0.808411  -0.321051  -0.882640  0.733196  0.317519  1.107907  -0.385508  0.025700  -0.202879  -0.461636  -0.512271  2.659610
3288  0.000470  -0.013309  -0.492083  -0.959520  1.100789  -0.262743  0.352758  0.202422  -1.202792  1.963263  0.127807  0.949491  -0.294823  -0.515025  -0.097146  1.624468
3289  0.101901  -0.630099  0.555229  -0.463022  0.497170  0.044697  0.305836  0.692367  -1.411462  0.507569  0.060101  0.971018  -0.702480  -0.707061  -0.528479  0.745723
3290  0.404259  1.403082  0.239091  -0.433403  0.780116  -0.010960  0.450623  0.651538  -1.014989  1.286440  -0.050765  0.852384  -2.762143  -1.087847  -0.459276  0.552926
3291  -0.122525  -0.488619  0.126927  -0.701528  0.968747  0.047348  -0.883260  0.406566  -1.578398  1.784863  -0.261162  1.031641  -0.338626  -0.539018  0.159841  1.537080
3292  0.584404  -0.673020  -0.141202  -0.473934  -0.964720  0.307081  0.216148  0.610710  -0.731794  -0.292392  -0.259433  0.758891  -2.891111  -1.096081  0.526420  1.523399
3293  0.305365  0.368211  0.800379  -0.625144  -0.210196  -0.138177  -0.326669  -1.349070  -0.320416  NaN  -0.605228  0.499549  -1.144220  -0.851820  -0.052459  -1.004870
3294  1.045668  0.845110  0.805150  -0.318827  -0.021565  -0.134201  -1.156828  0.569881  -0.558896  -0.678824  0.015976  0.695060  0.196429  -0.174157  -0.332771  -0.668531
3295  0.959649  0.177451  1.143593  -0.374946  0.450012  -0.175282  1.154774  0.488223  -0.782471  0.040647  -0.335823  0.783283  -0.938481  -0.791164  0.260640  -1.138493
3296  1.266200  1.131250  1.253886  -0.707763  0.732958  -0.128900  -0.231950  -0.614152  1.009111  0.880519  -0.162948  -0.925312  -1.040910  -0.822698  -0.924871  -0.107115
3297  0.913218  0.272831  0.695885  0.561930  -0.370532  0.212994  0.710698  -0.042550  -0.883825  -0.361269  -0.482228  0.788086  0.248104  -0.129242  0.130940  0.178621
3298  -0.118261  1.131250  1.260956  -0.191000  0.666938  -0.368757  0.455477  -0.083379  -1.417424  NaN  0.005103  1.008369  -1.209433  -0.868920  0.303678  0.815118
3299  0.885345  2.736811  0.769139  -0.139558  0.855569  -0.387309  -0.621344  -0.777467  -1.077590  1.147284  -0.179349  0.892312  -0.599124  -0.664524  -0.161894  -0.656114
3300  1.075783  0.757678  0.618957  0.056079  0.836706  -0.627166  1.472110  -0.450837  1.363850  0.748972  -0.528710  -1.108977  0.512311  0.134206  -0.229621  -0.436806
3301  0.801584  -0.688916  -0.808054  -0.217501  -1.455160  -0.317075  -1.096887  -0.246694  -0.624478  NaN  -0.033650  0.748772  -1.197541  -0.865872  0.070475  NaN
3302  1.029595  2.561948  0.297012  -0.417035  0.695232  -0.825942  -0.984223  0.406566  0.171450  0.259425  -0.653624  0.292991  0.263235  -0.115711  0.045825  -0.657597
3303  0.008008  -0.906700  -1.501804  -0.685939  -1.304256  0.040722  -0.159230  -0.287522  -0.356188  -0.037574  0.742159  0.587236  -0.777713  -0.735739  0.247931  -1.213492
3304  0.650362  0.169503  -0.915516  -0.716337  -0.257354  -0.277320  -0.572418  0.039107  -0.323397  -0.714864  0.599539  0.555390  -0.568823  -0.651323  0.246089  -0.586143
3305  0.186531  0.455642  0.646853  -0.795839  0.072750  0.635724  -0.093711  -0.001721  0.222127  0.064407  -0.659797  -0.273084  0.607431  0.244627  -1.274508  -0.292770
3306  -0.522897  1.274319  0.578057  -0.763103  0.846137  0.018194  0.071819  -0.001721  -1.101438  1.488933  -0.326184  0.874864  0.742806  0.418133  -0.976642  0.790887
3307  -1.511438  -0.946442  -0.742243  -0.698410  1.449756  0.468753  0.197842  2.325517  -1.605227  NaN  -0.016154  1.072785  -1.253835  -0.880028  -0.084492  1.999982
3308  0.052249  -0.234272  0.790873  0.559592  -0.964720  0.878231  -0.109876  0.202422  -1.083552  1.549400  0.010321  0.838113  0.793845  0.488951  0.456645  1.166072
3309  -1.150383  -0.693685  0.483993  1.536219  -0.870404  0.861004  0.195115  -0.450837  -0.394941  1.265082  -0.162597  0.413756  0.591662  0.225693  0.415321  0.407874
3310  1.082537  -0.080075  1.175855  0.296924  0.091613  0.300456  -0.571527  0.079936  1.289325  -0.114192  3.186321  -1.687535  0.131705  -0.227679  -1.532146  -1.148933
3311  0.274705  -0.485439  1.319812  0.450472  0.761253  0.210344  -0.795980  0.569881  -0.251853  1.260477  0.019306  0.383809  -0.517169  -0.628014  -0.458896  1.474499
3312  -0.498371  0.640043  0.592188  -0.224516  0.138771  0.780168  0.364117  0.039107  -1.357804  0.279648  1.203710  0.888972  0.352394  -0.032310  -0.574261  -0.048765
3313  -2.424176  -0.790655  0.395515  -0.547200  1.572366  1.122063  -0.718687  3.182920  -2.114978  0.469860  0.239133  1.126809  0.753682  0.432965  0.160888  -0.038435
3314  -0.981470  -0.461594  -0.523453  -0.847281  -1.087330  1.479860  -0.961887  0.610710  -1.029894  1.929425  -0.044583  0.751684  0.293793  -0.087841  0.079743  1.362798
3315  -0.930289  -0.819269  -0.234627  -0.936137  -0.700637  1.212175  -0.213071  0.039107  -0.916616  1.053446  0.016272  0.690949  0.872359  0.604118  0.045312  0.530069
3316  -2.213380  -0.642816  0.043052  -0.262708  -1.096762  1.584548  -0.786258  -0.369180  -1.077590  2.041817  0.158517  0.720746  0.088166  -0.262050  -0.868460  2.650105
3317  -0.662749  0.078892  0.574851  0.706125  0.629211  1.115437  -0.117189  -0.246694  0.415892  NaN  0.269353  -0.942737  0.522848  0.145999  0.185857  0.916956
3318  -0.798762  -0.812910  0.657312  0.705346  0.732958  1.092909  0.309242  0.079936  -0.895749  1.592181  -1.486666  0.535361  0.454605  0.071472  -0.009286  1.590320
3319  -1.517003  -0.849472  0.564849  3.247071  0.827274  1.098210  0.878676  -1.349070  -1.417424  1.776254  -0.626776  0.882479  0.713212  0.378466  -2.301501  2.893506
3320  -1.515709  -0.825627  0.710420  0.373308  -1.332550  1.233377  0.784415  -2.696418  -1.190868  NaN  0.257484  0.842437  1.447822  1.732226  -2.210560  NaN
3321  0.135401  -0.000592  0.196905  -0.233090  -0.662910  1.202899  -0.129258  -0.287522  -0.749680  0.776870  -0.159522  0.633854  0.591660  0.225690  2.376941  0.059722
3322  0.855231  -0.448877  0.728650  -0.231531  -0.474279  0.902084  0.972386  1.631428  -0.737756  0.325632  -0.708625  0.617076  1.288164  1.361703  -1.271874  -0.805259
3323  1.800377  0.226731  1.240331  -0.319606  0.393423  0.360088  1.756741  -0.042550  1.283363  0.221182  -1.199371  -1.636739  1.782984  2.696209  -2.268982  -0.086621
3324  1.444586  0.643223  1.046303  0.916571  0.676369  0.548263  -0.618237  0.569881  1.590406  1.090621  2.338534  -2.346417  0.111626  -0.243689  2.372289  -0.085687
3325  0.001731  -0.831986  0.133852  -0.631379  1.449756  1.098210  -0.612722  -0.001721  -0.529086  NaN  -0.384728  0.456095  1.592656  2.115112  -1.479027  NaN
